Title,Named-entity,Frequency
Selena Gomez,korean,1
Selena Gomez,steve martin martin,3
Selena Gomez,august 7 2020,1
Selena Gomez,2020 08,1
Selena Gomez,august 2021,2
Selena Gomez,070542122,1
Selena Gomez,a8334108as4vbw3y0flhikjtzkaqhzw5xqkpul xqwfkao,1
Selena Gomez,august 2021 ref,1
Selena Gomez,november 2020,1
Selena Gomez,seven,1
Selena Gomez,silvia vasquez lavado,2
Selena Gomez,nbc,1
Selena Gomez,november 13 2020,1
Selena Gomez,nbc news,1
Selena Gomez,november 12 2020,1
Selena Gomez,latin 9511469,1
Selena Gomez,14 2020,1
Selena Gomez,march 12,1
Selena Gomez,ep,2
Selena Gomez,date january 29,1
Selena Gomez,29 2021,1
Selena Gomez,march 4,1
Selena Gomez,1137025,1
Selena Gomez,colombian,1
Selena Gomez,999,4
Selena Gomez,august 27 2021,1
Selena Gomez,6 2012,1
Selena Gomez,115475,1
Selena Gomez,october 9 2014,1
Selena Gomez,tonight,5
Selena Gomez,canada,2
Selena Gomez,november 15 2014,1
Selena Gomez,2559923,1
Selena Gomez,64078,2
Selena Gomez,lori melton,1
Selena Gomez,october 17 2015,1
Selena Gomez,20151208175806,1
Selena Gomez,7492455,1
Selena Gomez,november 7 2013,1
Selena Gomez,7534086,1
Selena Gomez,september 9 2014,1
Selena Gomez,november 11 2014,1
Selena Gomez,1070830,1
Selena Gomez,7 2014,1
Selena Gomez,0910,2
Selena Gomez,october 15 2012,1
Selena Gomez,20121008101817,1
Selena Gomez,03,1
Selena Gomez,august 12 2015 ref,1
Selena Gomez,synth,1
Selena Gomez,11009049,1
Selena Gomez,new zealand,1
Selena Gomez,kim gillespie,1
Selena Gomez,november 11 2010,1
Selena Gomez,20110802,1
Selena Gomez,20130923022942,1
Selena Gomez,ref ref la cite news url https,1
Selena Gomez,0 559002,1
Selena Gomez,august 12 2015 date,1
Selena Gomez,article 1710587,1
Selena Gomez,ref sendra,1
Selena Gomez,tim sendra url https,1
Selena Gomez,mw0002551764 title star,1
Selena Gomez,0bieber,1
Selena Gomez,26 2015,1
Selena Gomez,2197217,1
Selena Gomez,6605591,1
Selena Gomez,menyes carolyn,1
Selena Gomez,bruno mar,1
Selena Gomez,21 2011,1
Selena Gomez,20140113063902,1
Selena Gomez,13 2014,1
Selena Gomez,aguilera britney,1
Selena Gomez,rihanna taylor,1
Selena Gomez,new music juneau,1
Selena Gomez,february 11 2020,2
